gene,spearman_rho,p_value,q_value,mean_CPM_across_clusters
Gm30015,-0.3017,0.1838203672630802,0.3708,0.9
Gm47797,-0.3026,0.1824410913813027,0.3682,3.68
B230216N24Rik,-0.3026,0.1824410913813027,0.3682,55.01
Tppp3,-0.3026,0.1824410913813027,0.3682,1549.48
Mis18a,-0.3026,0.1824410913813027,0.3682,6.62
2310043M15Rik,-0.3029,0.18193202953897966,0.3682,0.42
Gm43923,-0.3029,0.18193202953897966,0.3682,0.37
Gm34680,-0.3033,0.1813086921572777,0.3674,0.57
Fnbp1l,-0.3039,0.18047767364208767,0.3657,52.09
Celf2,-0.3039,0.18047767364208767,0.3657,72.5
Lncob1,-0.3039,0.18047767364208767,0.3657,0.8
Ube2n,-0.3039,0.18047767364208767,0.3657,225.81
Dchs1,-0.3039,0.18047767364208767,0.3657,6.47
Gm55606,-0.3039,0.18047767364208767,0.3657,7.24
Gm29543,-0.3039,0.18047767364208767,0.3657,15.9
Srr,-0.3039,0.18047767364208767,0.3657,27.05
Cyb5r1,-0.3039,0.18047767364208767,0.3657,149.45
3110039M20Rik,-0.3039,0.18047767364208767,0.3657,6.55
Gm19391,-0.3039,0.18047767364208767,0.3657,7.01
Traip,-0.3046,0.17935297254037544,0.3646,1.0
Samd9l,-0.3052,0.17852871608932544,0.363,9.38
Msantd3,-0.3052,0.17852871608932544,0.363,12.03
Arpc4,-0.3052,0.17852871608932544,0.363,75.21
Tsg101,-0.3052,0.17852871608932544,0.363,110.34
Gm21596,-0.3052,0.17852871608932544,0.363,8.03
Pole3,-0.3052,0.17852871608932544,0.363,21.27
Btbd19,-0.3052,0.17852871608932544,0.363,2.78
Cox6c,-0.3052,0.17852871608932544,0.363,1786.1
Abcg5,-0.3057,0.17783905025268723,0.363,0.61
Mrfap1,-0.3065,0.17659418586665693,0.3608,428.74
Czib,-0.3065,0.17659418586665693,0.3608,38.3
Eid1,-0.3065,0.17659418586665693,0.3608,229.15
Mllt11,-0.3065,0.17659418586665693,0.3608,475.21
Gale,-0.3065,0.17659418586665693,0.3608,22.87
Map3k14,-0.3065,0.17659418586665693,0.3608,4.1
Ccdc87,-0.3066,0.17644647784476566,0.3608,1.0
Sh2d4a,-0.3072,0.17555360687511168,0.3599,1.63
Gpt,-0.3078,0.17467404944767495,0.3583,2.86
Itfg1,-0.3078,0.17467404944767495,0.3583,292.11
Snhg15,-0.3078,0.17467404944767495,0.3583,6.61
Naaladl2,-0.3078,0.17467404944767495,0.3583,1.58
Fmc1,-0.3078,0.17467404944767495,0.3583,64.52
Iscu,-0.3078,0.17467404944767495,0.3583,435.36
Obscn,-0.3078,0.17467404944767495,0.3583,2.32
Gm45184,-0.3078,0.17467404944767495,0.3583,3.05
Slc48a1,-0.3078,0.17467404944767495,0.3583,166.46
Tk1,-0.3079,0.17452682243016507,0.3583,0.76
Gbp5,-0.3079,0.17452682243016507,0.3583,1.13
Sh3bp5l,-0.3091,0.17276827264194697,0.3557,82.02
Kctd2,-0.3091,0.17276827264194697,0.3557,103.57
1110002L01Rik,-0.3091,0.17276827264194697,0.3557,9.67
Mrps28,-0.3091,0.17276827264194697,0.3557,26.61
Rab3c,-0.3091,0.17276827264194697,0.3557,376.56
Nfu1,-0.3091,0.17276827264194697,0.3557,70.34
Nedd8,-0.3091,0.17276827264194697,0.3557,784.43
Adra2a,-0.3092,0.1726215332980147,0.3557,9.14
Tex14,-0.3092,0.1726215332980147,0.3557,0.46
Pdzd7,-0.3104,0.17087682060108259,0.353,1.51
Ptpn1,-0.3104,0.17087682060108259,0.353,36.8
Psmb10,-0.3104,0.17087682060108259,0.353,66.37
Rft1,-0.3104,0.17087682060108259,0.353,7.36
Snx16,-0.3104,0.17087682060108259,0.353,53.4
Gm55330,-0.3104,0.17087682060108259,0.353,2.34
Zmat2,-0.3104,0.17087682060108259,0.353,127.07
Acbd3,-0.3104,0.17087682060108259,0.353,56.03
Nrros,-0.3104,0.17087682060108259,0.353,1.27
Entpd6,-0.3104,0.17087682060108259,0.353,10.08
Riox2,-0.3104,0.17087682060108259,0.353,7.43
Bspry,-0.3105,0.17073057551539747,0.353,0.65
Gm20336,-0.3114,0.16941183336962343,0.3513,0.9
Cyp20a1,-0.3117,0.16899965782484547,0.3505,27.5
Paqr5,-0.3117,0.16899965782484547,0.3505,3.66
Ncam2,-0.3117,0.16899965782484547,0.3505,81.58
Trim25,-0.3117,0.16899965782484547,0.3505,62.03
Serp2,-0.3117,0.16899965782484547,0.3505,455.04
Mrpl57,-0.3117,0.16899965782484547,0.3505,155.24
Ppia,-0.3117,0.16899965782484547,0.3505,2386.0
Nod1,-0.3117,0.16899965782484547,0.3505,3.74
Mat2b,-0.3117,0.16899965782484547,0.3505,99.26
Apc,-0.3117,0.16899965782484547,0.3505,150.2
Gm42992,-0.3117,0.16899965782484547,0.3505,8.46
Heatr6,-0.3117,0.16899965782484547,0.3505,26.6
Ccdc73,-0.313,0.16713674816730892,0.348,1.78
Rpl9-ps6,-0.313,0.16713674816730892,0.348,10.76
Zswim9,-0.313,0.16713674816730892,0.348,12.35
Rps29,-0.313,0.16713674816730892,0.348,1464.82
Slc2a12,-0.313,0.16713674816730892,0.348,2.35
Dnajc13,-0.313,0.16713674816730892,0.348,52.41
St14,-0.3138,0.16601838523394616,0.3467,0.33
Gm31282,-0.3143,0.1652880548430547,0.3452,3.04
Arid1b,-0.3143,0.1652880548430547,0.3452,32.52
Mrps18a,-0.3143,0.1652880548430547,0.3452,159.45
Leng1,-0.3143,0.1652880548430547,0.3452,12.88
Pros1,-0.3143,0.1652880548430547,0.3452,5.29
Pttg1ip,-0.3143,0.1652880548430547,0.3452,81.2
E230025N22Rik,-0.3144,0.16514333118936064,0.3452,1.01
Selenok-ps1,-0.3144,0.16514333118936064,0.3452,0.67
Dscaml1,-0.3145,0.1649236637498197,0.3452,1.0
Fam210b,-0.3156,0.16345354043341237,0.3429,22.25
Sirt1,-0.3156,0.16345354043341237,0.3429,13.13
Avpi1,-0.3156,0.16345354043341237,0.3429,30.64
Redrum,-0.3156,0.16345354043341237,0.3429,3.63
Exd1,-0.3156,0.16345354043341237,0.3429,1.23
Asb1,-0.3156,0.16345354043341237,0.3429,93.69
Ywhae,-0.3156,0.16345354043341237,0.3429,801.63
Cox5b-ps,-0.3156,0.16345354043341237,0.3429,4.97
Ccdc121,-0.3163,0.1623834473607223,0.3418,0.66
Smkr-ps,-0.3163,0.1623834473607223,0.3418,0.99
Gm5129,-0.3165,0.1621038697261663,0.3413,0.25
Slc25a38,-0.3169,0.16163316689274107,0.3404,20.83
Abhd2,-0.3169,0.16163316689274107,0.3404,135.59
Msra,-0.3169,0.16163316689274107,0.3404,10.76
Ist1,-0.3169,0.16163316689274107,0.3404,79.25
Med21,-0.3169,0.16163316689274107,0.3404,76.34
Nin,-0.3169,0.16163316689274107,0.3404,15.52
Gm48998,-0.3169,0.16163316689274107,0.3404,2.37
Psme3ip1,-0.3169,0.16163316689274107,0.3404,33.41
Lpar6,-0.3169,0.16163316689274107,0.3404,3.47
Sft2d1,-0.3169,0.16163316689274107,0.3404,59.73
Susd2,-0.3169,0.16163316689274107,0.3404,132.32
Mgll,-0.3169,0.16163316689274107,0.3404,54.15
9530082P21Rik,-0.3169,0.16163316689274107,0.3404,4.42
Afg2a,-0.3169,0.16163316689274107,0.3404,4.88
Pak2,-0.3169,0.16163316689274107,0.3404,52.75
Adcy10,-0.3173,0.16105814648505368,0.3404,0.55
Tnnt1,-0.3182,0.15982689555474963,0.3382,2.45
Mcmdc2,-0.3182,0.15982689555474963,0.3382,1.48
Cd151,-0.3182,0.15982689555474963,0.3382,246.63
Pygl,-0.3182,0.15982689555474963,0.3382,7.08
Sema4b,-0.3182,0.15982689555474963,0.3382,18.92
Pttg1,-0.3182,0.15982689555474963,0.3382,67.16
Ube2d-ps,-0.3182,0.15982689555474963,0.3382,42.43
Xrcc4,-0.3182,0.15982689555474963,0.3382,7.58
Trpc6,-0.3183,0.15968374951790074,0.3382,7.18
Tceal7,-0.3186,0.15925400902550738,0.3382,0.6
Gm43128,-0.319,0.1587498547926579,0.3372,0.46
Trmt112-ps2,-0.319,0.1587498547926579,0.3372,0.43
Brca2,-0.3195,0.15803468713885824,0.3358,1.74
Uprt,-0.3195,0.15803468713885824,0.3358,0.73
Plin2,-0.3195,0.15803468713885824,0.3358,23.9
Gpr75,-0.3195,0.15803468713885824,0.3358,11.28
Gm525,-0.3199,0.15746395842631317,0.3357,1.25
Speer1g,-0.3203,0.15695441440020433,0.3347,1.02
Zfp11,-0.3208,0.15625650175659497,0.3332,3.8
Cebpzos,-0.3208,0.15625650175659497,0.3332,130.29
Xpnpep2,-0.3208,0.15625650175659497,0.3332,0.65
Acot13,-0.3208,0.15625650175659497,0.3332,88.75
Pxk,-0.3208,0.15625650175659497,0.3332,23.02
Nupr2,-0.3208,0.15625650175659497,0.3332,1.96
Krbox5,-0.3208,0.15625650175659497,0.3332,5.66
Zfp418,-0.3208,0.15625650175659497,0.3332,1.36
Ube2i,-0.3208,0.15625650175659497,0.3332,56.83
Zfp810,-0.3221,0.15449229891803318,0.3306,5.44
P2rx4,-0.3221,0.15449229891803318,0.3306,17.25
Atosb,-0.3221,0.15449229891803318,0.3306,36.23
Prdx3,-0.3221,0.15449229891803318,0.3306,82.21
Hykk,-0.3221,0.15449229891803318,0.3306,5.6
Tmsb15b1,-0.3221,0.15449229891803318,0.3306,16.59
Slc39a2,-0.3222,0.15435078434611885,0.3306,0.69
Gm48882,-0.3228,0.15347419054544512,0.3298,0.82
Dio2,-0.3229,0.15340604015939902,0.3297,0.64
Krt79,-0.3229,0.15340604015939902,0.3297,0.9
Nipal1,-0.3229,0.15340604015939902,0.3297,0.49
Gm34304,-0.3231,0.15307502212927393,0.3291,0.44
Atp6v0b,-0.3234,0.1527420375382629,0.3285,545.32
Crls1,-0.3234,0.1527420375382629,0.3285,34.65
Mrpl36,-0.3234,0.1527420375382629,0.3285,82.66
Med8,-0.3234,0.1527420375382629,0.3285,32.29
Rab5b,-0.3234,0.1527420375382629,0.3285,210.4
Rad9b,-0.3234,0.1527420375382629,0.3285,2.44
Zfp763,-0.3234,0.1527420375382629,0.3285,16.0
Gm4285,-0.3234,0.1527420375382629,0.3285,1.83
Ppfibp1,-0.3234,0.1527420375382629,0.3285,21.72
Mettl27,-0.3234,0.1527420375382629,0.3285,42.86
Adgrl2,-0.3234,0.1527420375382629,0.3285,26.9
Suv39h1,-0.3234,0.1527420375382629,0.3285,13.03
Toe1,-0.3234,0.1527420375382629,0.3285,6.38
Shkbp1,-0.3234,0.1527420375382629,0.3285,7.84
Brd1,-0.3234,0.1527420375382629,0.3285,29.91
Ormdl2,-0.3234,0.1527420375382629,0.3285,24.6
Gm11992,-0.3234,0.1527420375382629,0.3285,0.97
Psma2,-0.3234,0.1527420375382629,0.3285,165.74
Gm14488,-0.3234,0.1527420375382629,0.3285,0.95
Gm3667,-0.3238,0.15217792240503142,0.3285,1.08
Fcgbpl1,-0.3241,0.15173354278710763,0.3282,0.41
Sp110,-0.3241,0.15173144251238468,0.3282,0.6
Eef1akmt1,-0.3247,0.15100567594389835,0.3267,41.38
Tspan5,-0.3247,0.15100567594389835,0.3267,48.83
9530026P05Rik,-0.3247,0.15100567594389835,0.3267,1.46
Hoga1,-0.3247,0.15100567594389835,0.3267,1.18
Gm12428,-0.3255,0.14991406053416545,0.3254,0.62
Zfp131,-0.326,0.14928317187962065,0.3241,38.16
Celf5,-0.326,0.14928317187962065,0.3241,19.13
Elk3,-0.326,0.14928317187962065,0.3241,6.69
Uqcrq,-0.326,0.14928317187962065,0.3241,1044.64
Zfp647,-0.326,0.14928317187962065,0.3241,2.21
Sstr2,-0.326,0.14928317187962065,0.3241,1.42
mt-Nd3,-0.326,0.14928317187962065,0.3241,30.85
0610009E02Rik,-0.326,0.14928317187962065,0.3241,3.24
Trank1,-0.326,0.14928317187962065,0.3241,19.05
Gm3052,-0.326,0.14928317187962065,0.3241,0.82
Cdkl4,-0.3264,0.148723579055747,0.3241,1.7
Cgas,-0.3264,0.148723579055747,0.3241,0.69
Sowahc,-0.3273,0.14757448251475364,0.322,23.46
Gtf3c6,-0.3273,0.14757448251475364,0.322,38.05
Ndufa7,-0.3273,0.14757448251475364,0.322,504.6
Amn1,-0.3273,0.14757448251475364,0.322,34.41
Dicer1,-0.3273,0.14757448251475364,0.322,67.12
Kat7,-0.3273,0.14757448251475364,0.322,92.3
Apip,-0.3273,0.14757448251475364,0.322,28.3
Calm1,-0.3273,0.14757448251475364,0.322,2777.17
Ccdc82,-0.3273,0.14757448251475364,0.322,29.22
Sumo2,-0.3273,0.14757448251475364,0.322,334.3
3300002I08Rik,-0.3273,0.14757448251475364,0.322,1.75
Gm29771,-0.3281,0.14649506686504446,0.3205,0.89
Gm37913,-0.3283,0.14617993625633288,0.3199,0.99
Cyb5a,-0.3286,0.14587956444987268,0.3193,137.25
Gm49949,-0.3286,0.14587956444987268,0.3193,4.64
5730480H06Rik,-0.3286,0.14587956444987268,0.3193,21.31
Zfp948,-0.3286,0.14587956444987268,0.3193,16.91
Aurka,-0.3286,0.14587956444987268,0.3193,1.91
Bcl2l12,-0.3286,0.14587956444987268,0.3193,2.2
Socs7,-0.3286,0.14587956444987268,0.3193,54.35
Ccdc50,-0.3286,0.14587956444987268,0.3193,39.59
Mbnl2,-0.3299,0.14419837372344504,0.3167,455.63
Plpp2,-0.3299,0.14419837372344504,0.3167,46.31
Agrp,-0.3299,0.14419837372344504,0.3167,15.63
Zfp617,-0.3299,0.14419837372344504,0.3167,19.42
Timm8a1,-0.3299,0.14419837372344504,0.3167,22.37
Anp32b,-0.3299,0.14419837372344504,0.3167,71.26
Gm53040,-0.3306,0.14322510595158403,0.3158,1.2
Spag6,-0.3306,0.14322510595158403,0.3158,1.0
Akr1b7,-0.3311,0.14267474596231267,0.3148,0.57
Tmbim1,-0.3312,0.14253086581850188,0.3146,46.68
Frs2,-0.3312,0.14253086581850188,0.3146,28.5
H2-K2,-0.3312,0.14253086581850188,0.3146,5.23
Pxmp4,-0.3312,0.14253086581850188,0.3146,16.37
Nt5dc1,-0.3312,0.14253086581850188,0.3146,2.04
Gm32885,-0.3313,0.14239335411846746,0.3146,3.46
Wipi1,-0.3325,0.14087699566933978,0.3123,30.77
Svet1,-0.3325,0.14087699566933978,0.3123,3.25
Rep15,-0.3325,0.14087699566933978,0.3123,2.82
Nbdy,-0.3325,0.14087699566933978,0.3123,266.79
Nbea,-0.3325,0.14087699566933978,0.3123,37.37
Chmp5,-0.3325,0.14087699566933978,0.3123,140.03
Vps4a,-0.3325,0.14087699566933978,0.3123,78.71
Pknox1,-0.3325,0.14087699566933978,0.3123,15.84
H2ac6,-0.3325,0.14087699566933978,0.3123,1.43
Nhsl1,-0.3325,0.14087699566933978,0.3123,7.45
Wdr38,-0.3326,0.14074007692540233,0.3123,0.79
Pde4c,-0.3329,0.14032908435523866,0.3123,3.28
Myocd,-0.3333,0.13977298955395015,0.3112,0.58
Kctd13,-0.3338,0.13923671766825074,0.31,60.64
Pfkfb4,-0.3338,0.13923671766825074,0.31,11.15
Rin2,-0.3338,0.13923671766825074,0.31,6.51
Ly86,-0.3338,0.13923671766825074,0.31,1.67
Mgst2,-0.3338,0.13923671766825074,0.31,0.88
Adissp,-0.3338,0.13923671766825074,0.31,260.6
Gpr179,-0.3338,0.13923671766825074,0.31,0.88
Gm4332,-0.3338,0.13923671766825074,0.31,11.15
Usp27x,-0.3338,0.13923671766825074,0.31,6.02
Otulinl,-0.3338,0.13923671766825074,0.31,7.11
Fth1-ps,-0.3338,0.13923671766825074,0.31,1.88
Pogk,-0.3351,0.13760998567228214,0.3076,37.07
Gpr22,-0.3351,0.13760998567228214,0.3076,41.31
Zfp811,-0.3351,0.13760998567228214,0.3076,4.15
Rasa4,-0.3351,0.13760998567228214,0.3076,10.19
Ddt,-0.3351,0.13760998567228214,0.3076,110.07
Sgcb,-0.3351,0.13760998567228214,0.3076,71.48
Tma7,-0.3351,0.13760998567228214,0.3076,491.41
Gm20570,-0.3351,0.13760998567228214,0.3076,1.25
5430402O13Rik,-0.3351,0.13760998567228214,0.3076,0.49
Fndc3b,-0.3351,0.13760998567228214,0.3076,45.49
C1ql2,-0.3351,0.13760998567228214,0.3076,28.24
Isoc2b,-0.3351,0.13760998567228214,0.3076,6.24
Mtg1,-0.3351,0.13760998567228214,0.3076,14.7
5430421F17Rik,-0.336,0.13639158899504228,0.3063,0.41
Gskip,-0.3364,0.13599675301002181,0.3054,76.04
Apbb2,-0.3364,0.13599675301002181,0.3054,91.5
Jak2,-0.3364,0.13599675301002181,0.3054,14.45
Znhit1,-0.3364,0.13599675301002181,0.3054,179.09
Aqp1,-0.3364,0.13599675301002181,0.3054,25.28
Saal1,-0.3364,0.13599675301002181,0.3054,6.07
Tada1,-0.3364,0.13599675301002181,0.3054,25.42
Melk,-0.3375,0.13464401682336338,0.3037,0.55
7530414M10Rik,-0.3375,0.13464401682336338,0.3037,0.68
Cnih1,-0.3377,0.13439697248841173,0.3032,182.48
Zfp1007,-0.3377,0.13439697248841173,0.3032,2.26
Fzd4,-0.3377,0.13439697248841173,0.3032,2.27
Rab39b,-0.3377,0.13439697248841173,0.3032,41.55
Gm15564,-0.3377,0.13439697248841173,0.3032,2.41
Atl3,-0.3377,0.13439697248841173,0.3032,139.87
Skap2,-0.3377,0.13439697248841173,0.3032,19.01
Ctsz,-0.3377,0.13439697248841173,0.3032,60.06
Acsl1,-0.3377,0.13439697248841173,0.3032,73.83
Cmss1,-0.3377,0.13439697248841173,0.3032,15.13
Nfkbia,-0.3377,0.13439697248841173,0.3032,34.93
Brip1,-0.3378,0.13426247479993894,0.3032,0.54
Gm20627,-0.3381,0.13385876931200216,0.3032,0.44
Tlcd3a,-0.339,0.1328105963995839,0.3013,14.78
Klf6,-0.339,0.1328105963995839,0.3013,153.02
Denr,-0.339,0.1328105963995839,0.3013,124.49
Gm2464,-0.339,0.1328105963995839,0.3013,41.39
Dtnbp1,-0.339,0.1328105963995839,0.3013,57.47
Marchf5,-0.339,0.1328105963995839,0.3013,76.97
Bbln,-0.339,0.1328105963995839,0.3013,588.47
Igsf3,-0.339,0.1328105963995839,0.3013,57.98
Eaf2,-0.339,0.1328105963995839,0.3013,0.78
Tmem97,-0.339,0.1328105963995839,0.3013,8.81
Gm10406,-0.3394,0.13227486767821775,0.3013,0.39
Arhgap45,-0.3397,0.13188884968498535,0.3006,0.57
Pigyl,-0.3403,0.13123757652772486,0.2993,89.66
Cibar1,-0.3403,0.13123757652772486,0.2993,54.39
Lrrc75b,-0.3403,0.13123757652772486,0.2993,115.07
Cdc42se1,-0.3403,0.13123757652772486,0.2993,45.64
Cgnl1,-0.3403,0.13123757652772486,0.2993,12.8
Commd7,-0.3403,0.13123757652772486,0.2993,50.04
Ppfia2,-0.3403,0.13123757652772486,0.2993,92.2
Plk4,-0.3403,0.13123757652772486,0.2993,11.39
Wtip,-0.3403,0.13123757652772486,0.2993,16.55
Ybx3,-0.3403,0.13123757652772486,0.2993,18.72
Oprm1,-0.3403,0.13123757652772486,0.2993,10.1
Fam221b,-0.3403,0.13123757652772486,0.2993,2.48
Cox20,-0.3403,0.13123757652772486,0.2993,128.67
2310074N15Rik,-0.3403,0.13123757652772486,0.2993,3.27
2310015A10Rik,-0.3416,0.12967786415595978,0.2975,18.93
Mettl4,-0.3416,0.12967786415595978,0.2975,14.46
Cox14,-0.3416,0.12967786415595978,0.2975,307.18
Ctbp1,-0.3416,0.12967786415595978,0.2975,214.86
Clcn5,-0.3416,0.12967786415595978,0.2975,60.74
Add1,-0.3416,0.12967786415595978,0.2975,200.17
Gm28693,-0.3416,0.12967786415595978,0.2975,1.64
Rnf149,-0.3416,0.12967786415595978,0.2975,19.05
Gm26618,-0.342,0.12914713873241787,0.2975,0.6
1700123J17Rik,-0.342,0.12914713873241787,0.2975,2.96
Cyp4b1,-0.342,0.12914713873241787,0.2975,1.05
Gm50115,-0.3429,0.12813141007326184,0.2955,0.86
Gm20517,-0.3429,0.12813141007326184,0.2955,1.87
Gm44898,-0.3429,0.12813141007326184,0.2955,4.15
Gm37215,-0.3429,0.12813141007326184,0.2955,2.54
Dstn,-0.3429,0.12813141007326184,0.2955,322.7
Gm28836,-0.3429,0.12813141007326184,0.2955,1.55
Cgref1,-0.3429,0.12813141007326184,0.2955,37.09
S100a2,-0.3436,0.12723145410800343,0.2944,2.08
Tmem217b,-0.3442,0.12655389343055928,0.293,1.33
Rsu1,-0.3442,0.12659816458138165,0.293,63.56
Itpr1,-0.3442,0.12659816458138165,0.293,34.81
Timm13,-0.3442,0.12659816458138165,0.293,431.77
Mst1r,-0.3442,0.12659816458138165,0.293,1.7
Msl3,-0.3442,0.12659816458138165,0.293,22.7
Klhl8,-0.3442,0.12659816458138165,0.293,15.96
Gldn,-0.3442,0.12659816458138165,0.293,11.23
9630028I04Rik,-0.3442,0.12659816458138165,0.293,2.56
Pcdha12,-0.3442,0.12659816458138165,0.293,0.51
Phf24,-0.3442,0.12659816458138165,0.293,212.8
Ndc80,-0.3442,0.12659816458138165,0.293,1.01
Aplf,-0.3442,0.12659816458138165,0.293,4.17
Gm11423,-0.3443,0.12646679726464458,0.293,0.95
Hpse,-0.3451,0.12548543809557738,0.2918,0.9
Rpl22l1,-0.3455,0.12507807750179886,0.2909,702.42
Trip13,-0.3455,0.12507807750179886,0.2909,0.6
Tdrd5,-0.3455,0.12507807750179886,0.2909,1.04
Rap2c,-0.3455,0.12507807750179886,0.2909,29.06
Azin1,-0.3455,0.12507807750179886,0.2909,133.48
Ttc9c,-0.3455,0.12507807750179886,0.2909,28.43
Trpc4,-0.3455,0.12507807750179886,0.2909,14.07
Kif5a,-0.3455,0.12507807750179886,0.2909,592.66
Cox8a,-0.3455,0.12507807750179886,0.2909,3337.44
Tsen2,-0.3455,0.12507807750179886,0.2909,7.68
Ces5a,-0.3462,0.12419254536390735,0.29,1.19
Nkain1,-0.3462,0.12419254536390735,0.29,2.35
Gm43509,-0.3466,0.12376947273396852,0.2892,0.66
Cmtm6,-0.3468,0.12357109818269163,0.2887,22.49
H2aj,-0.3468,0.12357109818269163,0.2887,177.22
Gm44440,-0.3468,0.12357109818269163,0.2887,2.21
Dync1i2,-0.3468,0.12357109818269163,0.2887,371.3
Stat5a,-0.3468,0.12357109818269163,0.2887,5.37
Fasn,-0.3468,0.12357109818269163,0.2887,153.44
B2m,-0.3468,0.12357109818269163,0.2887,131.12
Gm37792,-0.3469,0.12344101308215207,0.2887,1.54
Il17re,-0.3472,0.12305058681953429,0.2886,0.68
Slco4c1,-0.3472,0.12305058681953429,0.2886,1.14
4930447M23Rik,-0.3475,0.1226927459745783,0.2878,0.91
Ykt6,-0.3481,0.12207717550592732,0.2865,55.99
Rpl39,-0.3481,0.12207717550592732,0.2865,988.17
Armt1,-0.3481,0.12207717550592732,0.2865,8.81
Zfp354b,-0.3481,0.12207717550592732,0.2865,2.37
Ccdc102a,-0.3485,0.1215236321825065,0.286,1.0
Gm37160,-0.3488,0.1212059814765761,0.2853,0.67
Kifc1,-0.3494,0.12059625789406855,0.2839,0.46
Deptor,-0.3494,0.12059625789406855,0.2839,48.03
Gm14296,-0.3494,0.12059625789406855,0.2839,21.31
Slc29a4,-0.3494,0.12059625789406855,0.2839,73.42
Eif1ad,-0.3494,0.12059625789406855,0.2839,61.99
Naa12,-0.3494,0.12059625789406855,0.2839,183.65
Cyren,-0.3494,0.12059625789406855,0.2839,12.77
Gchfr,-0.3494,0.12059625789406855,0.2839,8.69
Mrpl51,-0.3494,0.12059625789406855,0.2839,171.84
Gm32816,-0.3494,0.12059625789406855,0.2839,2.98
Mccc1os,-0.3494,0.12059625789406855,0.2839,1.79
Ppp2r2b,-0.3506,0.11912829331739894,0.2814,269.88
Cox6b1,-0.3506,0.11912829331739894,0.2814,1123.6
Ing1,-0.3506,0.11912829331739894,0.2814,41.39
Dok4,-0.3506,0.11912829331739894,0.2814,35.49
Bvht,-0.3506,0.11912829331739894,0.2814,25.26
Slc44a1,-0.3506,0.11912829331739894,0.2814,78.03
Ccn3,-0.3506,0.11912829331739894,0.2814,6.08
Coa4,-0.3506,0.11912829331739894,0.2814,10.35
Dcbld1,-0.3506,0.11912829331739894,0.2814,8.77
Snx12,-0.3506,0.11912829331739894,0.2814,63.71
Hyls1,-0.3506,0.11912829331739894,0.2814,1.58
Rbm3os,-0.3506,0.11912829331739894,0.2814,0.86
Hsp25-ps1,-0.3508,0.11900016150904898,0.2814,0.8
1700011L22Rik,-0.3511,0.11861561267713268,0.2814,0.97
4930597O21Rik,-0.3511,0.11857489428879266,0.2814,0.96
Pnpla3,-0.3511,0.11861561267713268,0.2814,0.76
Mllt3,-0.3519,0.11767322930096205,0.2794,70.76
4930550C14Rik,-0.3519,0.11767322930096205,0.2794,1.29
Snrnp27,-0.3519,0.11767322930096205,0.2794,117.35
Sat2,-0.3519,0.11767322930096205,0.2794,10.07
Ankrd42,-0.3519,0.11767322930096205,0.2794,5.45
Tmeff1,-0.3519,0.11767322930096205,0.2794,71.15
A730081D07Rik,-0.3519,0.11767322930096205,0.2794,1.25
Rbm46,-0.3519,0.11767322930096205,0.2794,1.67
Timm8b,-0.3519,0.11767322930096205,0.2794,367.44
Zfp119b,-0.3519,0.11767322930096205,0.2794,0.77
Wipf1,-0.3519,0.11767322930096205,0.2794,16.59
Sez6l,-0.3519,0.11767322930096205,0.2794,26.9
Gm20751,-0.3524,0.117163189394394,0.2793,0.88
Gm3500,-0.3529,0.11656085294094541,0.278,0.4
2900009J06Rik,-0.3532,0.11623101293161815,0.2772,2.98
Ctsl,-0.3532,0.11623101293161815,0.2772,163.98
Crcp,-0.3532,0.11623101293161815,0.2772,36.22
Gm9905,-0.3532,0.11623101293161815,0.2772,1.17
9430065F17Rik,-0.3532,0.11623101293161815,0.2772,4.72
Vbp1,-0.3532,0.11623101293161815,0.2772,105.94
Pced1b,-0.3532,0.11623101293161815,0.2772,8.65
Aff3,-0.3532,0.11623101293161815,0.2772,56.06
Gm29083,-0.3532,0.11623101293161815,0.2772,0.68
Arhgap23,-0.3532,0.11623101293161815,0.2772,40.43
Adam32,-0.3534,0.11610420224826047,0.2772,0.48
Gm43508,-0.3537,0.11572362840499432,0.277,2.62
Gm43123,-0.3544,0.11496184760021934,0.2753,0.97
Nkapl,-0.3545,0.11480159086511355,0.275,1.68
B3gnt2,-0.3545,0.11480159086511355,0.275,14.11
Lmod1,-0.3545,0.11480159086511355,0.275,4.53
Eloc,-0.3545,0.11480159086511355,0.275,264.97
Rad18,-0.3545,0.11480159086511355,0.275,7.09
Bin3,-0.3545,0.11480159086511355,0.275,8.73
St6galnac3,-0.3545,0.11480159086511355,0.275,5.22
Gm35315,-0.355,0.11429687600496805,0.2748,0.61
Ift122,-0.3558,0.11338490933316327,0.2727,38.53
Ebf1,-0.3558,0.11338490933316327,0.2727,833.35
B3glct,-0.3558,0.11338490933316327,0.2727,70.65
Csrp1,-0.3558,0.11338490933316327,0.2727,163.78
Ifit1bl2,-0.3558,0.11338490933316327,0.2727,2.31
Spef1,-0.3558,0.11338490933316327,0.2727,7.56
Insm2,-0.3558,0.11338490933316327,0.2727,10.21
Ccng1,-0.3558,0.11338490933316327,0.2727,47.02
Chp1,-0.3558,0.11338490933316327,0.2727,253.69
F630040K05Rik,-0.357,0.1121291850513703,0.2709,0.56
Gpatch11,-0.3571,0.11198091415054644,0.2707,40.62
Timm17a,-0.3571,0.11198091415054644,0.2707,175.19
Gm14634,-0.3571,0.11198091415054644,0.2707,1.61
Trappc5,-0.3571,0.11198091415054644,0.2707,35.94
Lag3,-0.3571,0.11198091415054644,0.2707,3.04
