,GSE102443 geniculate (VII),GSE135801 geniculate (VII),GSE309608 vestibular (VIII),GSE232789 stellate,GSE232789 coeliac,GSE232789 lumbar chain,GSE231766 superior cervical,GSE231924 stellate,GSE232789 sphenopalatine,GSE330884 intrinsic cardiac,GSE232789 pelvic,"GSE263422 enteric submucosal, P24","GSE263422 enteric submucosal, P7"
Ndufa12,0.039,0.194,-0.143,-0.044,0.132,-0.03,-0.315,0.165,-0.066,-0.081,-0.081,-0.306,-0.043
Ndufa13,0.009,0.175,-0.037,-0.074,0.004,-0.053,-0.119,0.114,-0.026,-0.04,-0.127,-0.248,0.028
Ndufa2,0.01,-0.089,-0.132,-0.051,0.005,-0.027,-0.229,-0.091,-0.012,-0.122,-0.018,-0.205,0.043
Ndufa3,0.059,0.157,-0.061,-0.023,0.003,-0.085,-0.314,-0.122,-0.018,-0.086,-0.004,-0.388,0.039
Ndufa4,0.112,-0.023,-0.034,-0.007,0.278,0.015,0.035,0.081,-0.022,-0.07,0.019,-0.444,0.08
Ndufa5,-0.014,0.14,-0.079,-0.044,0.129,-0.01,-0.116,0.144,-0.044,-0.128,-0.067,-0.311,0.071
Ndufa6,-0.008,0.038,-0.102,-0.06,-0.043,-0.017,0.063,-0.127,-0.017,-0.158,-0.052,-0.426,-0.002
Ndufa7,-0.025,0.081,-0.18,-0.031,0.059,-0.04,-0.077,-0.371,-0.041,-0.135,-0.025,-0.421,0.029
Ndufa8,0.064,-0.032,-0.191,-0.024,0.193,-0.092,-0.012,-0.084,-0.069,-0.1,-0.029,-0.099,0.105
Ndufa9,0.161,0.115,0.035,-0.06,0.111,0.084,0.084,-0.136,-0.187,0.019,-0.112,-0.065,0.021
Ndufab1,-0.05,0.062,-0.202,-0.017,0.252,0.005,-0.164,0.037,-0.109,-0.133,-0.077,-0.165,0.017
Ndufaf1,0.079,0.283,-0.062,-0.032,-0.065,-0.038,0.56,-0.474,-0.121,-0.051,-0.11,-0.115,0.217
Ndufaf2,0.033,0.771,-0.005,-0.046,-0.161,0.083,0.05,0.05,-0.044,-0.134,-0.088,-0.452,-0.044
Ndufaf3,-0.053,0.052,-0.188,-0.101,-0.109,-0.078,0.111,-0.023,-0.039,-0.109,-0.086,-0.077,0.132
Ndufaf4,0.008,0.125,-0.049,-0.059,-0.167,-0.161,0.077,-0.741,0.083,-0.016,0.002,-0.154,0.059
Ndufb10,-0.019,0.283,-0.193,-0.054,0.13,-0.039,-0.068,0.001,-0.043,-0.126,-0.081,-0.482,-0.01
Ndufb11,0.038,-0.119,-0.135,-0.029,-0.07,-0.061,-0.018,0.057,-0.086,-0.098,-0.082,-0.27,0.017
Ndufb2,0.048,0.019,-0.128,-0.03,0.238,0.005,-0.306,0.004,-0.014,-0.127,-0.05,-0.283,0.104
Ndufb3,0.039,-0.165,-0.183,0.002,0.122,0.079,0.042,0.045,-0.027,-0.111,-0.025,-0.216,0.032
Ndufb4,0.014,0.146,-0.193,0.0,0.228,-0.066,-0.519,-0.049,-0.023,-0.15,-0.056,-0.25,0.11
Ndufb5,0.089,0.106,-0.045,-0.085,0.09,0.016,0.032,-0.0,0.001,-0.119,-0.001,-0.407,0.088
Ndufb6,0.026,-0.206,-0.171,-0.049,0.245,0.015,-0.044,-0.343,-0.101,-0.131,-0.133,-0.455,0.04
Ndufb7,-0.016,0.208,-0.188,-0.063,0.242,-0.058,-0.251,-0.06,-0.007,-0.092,-0.13,-0.21,0.068
Ndufb8,0.094,-0.039,-0.198,-0.063,0.227,-0.035,-0.101,0.057,-0.004,-0.128,-0.088,-0.401,0.072
Ndufb9,0.033,0.18,-0.226,-0.018,0.22,0.055,-0.02,-0.165,-0.032,-0.138,-0.061,-0.425,0.023
Ndufc1,0.096,-0.103,-0.129,-0.01,0.142,-0.029,-0.156,-0.21,-0.011,-0.133,-0.037,-0.4,0.046
Ndufc2,0.102,-0.245,-0.019,-0.034,0.167,0.016,0.275,-0.002,-0.038,-0.026,-0.087,-0.238,0.093
Ndufs1,0.08,-0.097,0.127,-0.005,-0.201,0.127,-0.057,-0.357,-0.122,0.182,-0.031,0.224,-0.017
Ndufs2,0.035,-0.105,-0.025,-0.107,0.23,0.011,-0.142,0.057,0.004,-0.057,-0.056,-0.18,0.033
Ndufs3,0.02,-0.008,-0.116,-0.032,0.265,0.15,-0.127,-0.06,-0.07,-0.066,-0.202,-0.109,-0.091
Ndufs4,0.031,0.081,-0.154,-0.021,0.085,0.009,0.034,-0.003,-0.03,-0.096,-0.164,-0.35,-0.074
Ndufs5,0.025,,-0.159,-0.018,0.247,-0.032,-0.211,0.059,-0.061,-0.121,-0.121,-0.31,0.079
Ndufs6,0.009,-0.115,-0.14,-0.016,0.108,0.034,-0.126,-0.077,-0.04,-0.138,-0.078,-0.217,-0.018
Ndufs7,0.044,-0.035,-0.062,-0.096,0.218,0.017,0.192,0.078,-0.079,-0.095,-0.125,-0.084,0.074
Ndufs8,0.081,0.155,-0.158,-0.02,0.203,0.069,0.089,-0.006,-0.039,-0.107,-0.164,-0.185,0.055
Ndufv1,-0.047,0.027,-0.123,-0.061,0.588,0.001,-0.014,0.019,-0.041,-0.004,-0.145,-0.135,0.1
Ndufv2,0.015,0.257,-0.172,-0.056,0.098,-0.134,-0.082,-0.103,-0.047,-0.114,-0.142,-0.181,0.018
Ndufv3,0.033,0.075,-0.188,-0.061,0.207,-0.029,-0.071,0.039,0.009,-0.12,0.008,-0.183,-0.001
Nebl,-0.096,-1.451,0.141,-0.26,-0.589,0.165,0.434,-0.33,0.094,-0.148,0.148,,
Necab1,-0.273,0.156,0.283,-0.446,1.339,0.039,0.567,0.441,0.054,0.104,0.318,0.234,-0.225
Necap1,0.151,-0.188,-0.014,-0.026,0.361,0.016,0.085,0.402,-0.056,-0.01,0.084,0.157,0.093
Necap2,-0.199,-0.191,-0.21,-0.237,-0.277,-0.138,-0.631,0.419,0.139,0.149,0.411,-0.207,-0.669
Nedd4,-0.011,0.391,0.035,0.035,-0.026,-0.015,0.376,-0.271,0.038,0.175,0.032,0.075,0.023
Nedd4l,0.093,0.519,0.127,0.033,0.544,0.014,0.229,-0.247,0.041,0.022,-0.095,-0.004,-0.094
Nedd8,-0.007,0.092,-0.155,-0.003,0.216,0.022,-0.119,0.148,-0.033,-0.127,0.032,-0.058,0.026
Nedd9,-0.966,-0.54,-0.259,-0.201,0.031,0.203,-0.062,0.254,0.253,-0.116,-0.008,0.73,-0.812
Nefh,0.134,0.295,0.243,-0.048,0.431,-0.233,0.423,0.227,0.192,0.059,0.08,0.206,-0.205
Nefl,0.101,0.054,0.026,-0.09,0.095,-0.025,0.317,0.062,0.141,0.05,0.103,,-0.121
Nefm,0.098,0.044,0.057,-0.058,-0.614,-0.283,0.289,0.078,0.077,0.085,0.106,,-0.967
Negr1,-0.039,-0.135,-0.119,0.034,-0.009,0.117,-0.035,0.577,-0.247,0.169,0.248,-0.096,-0.109
Nek1,-0.133,0.863,0.071,-0.044,0.441,0.092,0.368,0.058,-0.004,0.146,-0.005,-0.174,-0.051
Nek3,-0.2,-0.9,0.082,-0.255,0.404,0.198,,,0.115,-0.081,0.191,,-0.437
Nek4,-0.418,0.293,0.081,0.016,0.058,0.336,-0.853,0.303,0.007,0.149,0.166,0.07,
Nek6,0.301,-0.622,0.184,0.003,0.189,0.436,-0.56,-0.693,0.099,0.136,0.07,-0.171,
Nek7,0.089,0.101,0.136,-0.018,0.57,0.09,0.414,0.025,0.084,0.093,-0.076,-0.004,0.224
Nek8,0.035,-0.736,0.087,0.103,0.377,1.379,-1.513,0.185,0.387,0.099,0.203,-0.009,
Nek9,-0.023,-0.133,0.246,0.026,-0.023,0.239,-0.358,-0.002,0.145,0.251,0.087,0.017,-0.303
Nemf,-0.052,-0.13,0.037,-0.064,-0.049,-0.376,0.06,0.086,0.001,0.085,0.123,-0.009,0.012
Nenf,-0.005,-0.28,-0.098,-0.017,0.158,-0.042,-0.013,-0.064,0.022,-0.078,0.082,-0.25,0.013
Neo1,-0.986,-0.404,0.068,0.032,-0.403,0.091,0.378,-0.101,0.072,0.235,0.118,0.242,-0.031
Neto2,0.729,-0.33,-0.089,-0.075,-0.669,-0.207,-1.07,,0.013,0.042,0.202,-0.21,-0.179
Neu1,0.028,-0.423,0.27,0.017,0.4,-0.059,0.126,0.121,-0.056,0.09,-0.316,0.001,-0.06
Neurl1a,0.051,-0.084,0.065,-0.026,0.568,-0.056,0.29,0.111,0.143,0.234,0.103,0.105,-0.117
Neurl4,-0.049,0.668,0.105,0.024,0.49,0.275,-0.044,-0.144,0.016,0.248,0.088,0.04,-0.069
Nf1,0.344,-0.41,0.118,0.023,-0.119,0.071,0.435,0.119,0.053,0.184,0.103,0.209,0.038
Nf2,0.344,-0.013,0.011,-0.038,0.032,-0.063,-0.102,0.007,0.004,0.123,-0.096,0.089,-0.189
Nfasc,-0.072,-0.208,0.3,0.069,-0.55,0.014,0.782,0.13,0.102,0.253,-0.012,0.283,0.118
Nfat5,-0.207,-0.036,0.082,0.142,-0.099,0.04,0.457,-0.168,0.101,0.341,0.063,0.168,-0.144
Nfatc3,0.134,-0.056,0.117,0.062,-0.065,-0.259,0.319,-0.001,-0.17,0.263,0.183,0.198,
Nfe2l1,0.124,-0.219,0.295,0.131,0.176,0.154,0.199,-0.166,0.15,0.138,0.118,0.089,0.019
Nfe2l2,-0.168,-0.263,-0.059,-0.037,-0.411,0.137,-0.574,-0.279,0.043,0.101,0.012,-0.81,-0.339
Nfia,0.205,0.097,-0.013,-0.278,-1.479,0.117,-0.149,-0.724,-0.143,-0.142,0.321,0.342,-0.296
Nfib,-0.032,0.538,-0.157,-0.074,0.899,0.49,0.354,0.081,-0.226,0.141,0.249,0.209,-0.234
Nfic,0.096,0.02,0.081,0.073,0.498,-0.025,0.425,0.117,-0.024,0.06,0.18,0.131,-0.262
Nfil3,-0.6,1.015,-0.203,-0.202,-1.078,0.508,-0.258,0.281,-0.142,-0.082,-0.38,0.181,0.217
Nfkb1,0.403,-0.064,0.182,-0.094,0.012,0.433,-0.349,-0.06,0.089,0.144,0.153,0.013,-0.021
Nfkbia,0.089,0.892,-0.447,-0.124,-0.657,-0.288,-0.45,-0.336,0.02,-0.044,-0.111,-0.321,-0.449
Nfkbib,-0.152,0.061,-0.088,-0.046,-0.106,-0.036,-0.509,-0.161,-0.159,-0.028,-0.127,-0.17,-0.057
Nfkbie,-0.296,1.18,-0.116,0.085,1.968,0.304,-0.122,,0.199,0.138,0.263,,
Nfkbil1,-0.432,0.27,-0.139,0.082,0.332,0.202,-0.11,-0.027,-0.007,0.006,0.013,-0.011,-0.026
Nfrkb,0.222,1.558,0.039,0.099,-0.554,0.054,0.575,0.057,-0.15,0.04,-0.086,-0.206,-0.121
Nfs1,-0.085,0.323,0.003,-0.107,-0.138,0.226,-0.03,-0.418,0.034,0.103,-0.146,0.022,0.024
Nfu1,0.034,-0.512,-0.172,0.007,0.519,-0.015,0.283,-0.054,-0.09,-0.081,-0.059,-0.167,0.037
Nfx1,-0.055,0.905,0.057,0.029,-0.461,0.258,0.054,-0.095,-0.115,0.081,-0.024,0.017,-0.04
Nfxl1,0.214,0.539,0.183,0.389,-0.105,0.159,-1.769,0.626,0.11,-0.045,0.33,0.208,-0.476
Nfyb,-0.332,-0.527,-0.132,0.034,-0.168,-0.061,0.16,-0.138,0.064,-0.023,-0.193,-0.045,-0.331
Nfyc,0.059,-1.079,0.12,-0.124,-0.678,-0.715,-0.404,0.304,-0.027,0.069,0.079,0.053,0.007
Ngdn,0.008,-0.26,-0.144,-0.114,-0.152,-0.091,-0.107,-0.542,-0.009,-0.011,-0.364,-0.278,-0.058
Ngfr,-0.019,-0.262,0.421,0.034,0.837,0.259,0.406,-0.027,0.165,0.344,0.213,-0.697,-0.641
Ngly1,-0.265,-0.353,0.15,-0.081,0.251,-0.102,-0.028,-0.366,-0.011,0.022,-0.026,-0.011,-0.017
Ngrn,-0.007,0.628,-0.181,-0.075,-0.173,0.056,-0.073,-0.027,-0.078,-0.086,-0.074,0.048,0.276
Nhlrc1,0.359,2.128,0.06,0.242,1.407,-0.221,-0.08,,-0.041,-0.102,0.179,0.345,-1.268
Nhlrc2,0.687,-0.287,0.057,0.123,-0.693,-0.373,0.124,,0.25,0.054,0.009,0.133,0.284
Nhp2,-0.079,0.13,-0.186,-0.009,0.018,-0.053,-0.449,-0.198,-0.046,-0.11,-0.015,-0.314,-0.144
Nicn1,0.092,-0.577,-0.017,0.001,-0.12,0.191,0.08,0.026,-0.037,0.003,-0.024,-0.069,-0.166
Nif3l1,0.076,0.559,0.029,0.024,0.198,-0.498,0.165,,-0.061,0.109,0.136,0.059,0.146
Ninj1,0.111,-0.221,-0.054,-0.035,0.218,0.038,-0.399,0.031,0.109,-0.069,0.016,-0.414,-0.359
Nip7,-0.135,-0.006,-0.116,-0.055,-0.403,-0.06,-0.249,0.499,-0.123,-0.097,-0.002,-0.115,-0.019
Nipa1,-0.215,-0.215,0.149,0.008,0.393,0.139,1.048,-0.132,0.098,0.077,-0.139,-0.036,-0.15
Nipa2,-0.05,-1.56,0.148,0.026,0.112,-0.061,0.309,0.308,0.021,0.02,-0.069,-0.083,-0.166
Nipal2,-0.05,-0.916,0.275,-0.012,-0.048,-0.714,0.886,-0.017,0.063,-0.011,-0.149,,
Nipal3,-0.097,0.081,0.126,0.197,0.234,0.437,0.339,-0.173,-0.011,0.23,0.07,0.284,-0.066
Nipbl,0.008,1.045,0.061,-0.008,-0.494,-0.241,-0.069,-0.422,-0.067,0.071,-0.022,-0.034,0.021
Nipsnap1,-0.113,0.402,-0.119,-0.025,0.0,0.079,0.264,0.389,-0.006,-0.065,-0.022,-0.109,0.257
Nipsnap3b,-0.012,0.62,-0.236,0.01,0.425,0.048,-0.217,-0.284,-0.005,-0.097,-0.103,-0.098,-0.077
Nisch,0.168,-0.118,0.079,-0.023,-0.02,0.034,0.211,0.053,0.026,0.177,0.028,0.084,0.015
Nit1,0.036,,-0.025,0.015,-0.478,-0.163,0.065,0.279,-0.0,-0.047,-0.077,-0.102,-0.092
Nit2,-0.056,0.778,-0.092,-0.047,-0.263,0.128,0.249,0.251,-0.123,-0.039,-0.228,-0.618,-0.02
Nkain2,-0.318,-1.241,0.239,-0.715,1.469,0.276,-0.648,,0.393,-0.106,0.17,0.511,0.264
Nkain4,-0.133,-1.576,-0.145,-0.118,-1.041,-0.369,-0.609,,-0.266,-0.062,-0.025,,-0.078
Nkap,-0.008,-0.514,-0.193,0.091,0.257,-0.059,0.101,-0.37,-0.076,-0.061,-0.081,-0.031,-0.091
Nkiras1,0.036,0.184,-0.04,0.018,0.631,0.123,0.298,0.04,-0.117,-0.077,-0.01,0.004,0.097
Nkiras2,0.455,,0.079,0.086,-0.266,-0.037,-0.347,0.927,-0.101,-0.148,-0.083,-0.011,0.116
Nkrf,0.072,0.277,0.15,-0.001,0.385,-0.025,-0.565,0.179,0.033,0.179,-0.127,0.011,-0.451
Nktr,-0.075,-0.391,0.143,-0.024,-0.385,-0.14,0.064,0.042,-0.006,0.202,0.038,-0.015,-0.191
Nle1,0.315,,-0.063,-0.19,-0.374,-0.78,-0.069,,-0.222,0.153,-0.141,-0.025,-0.188
Nlgn1,0.293,0.216,0.185,-0.241,1.453,0.87,-1.133,,0.113,0.091,-0.44,0.453,0.313
Nlgn2,0.096,-0.311,0.431,0.059,-0.067,0.123,0.507,-0.289,0.037,0.187,0.047,0.359,0.105
Nlgn3,0.124,-0.095,0.093,-0.027,0.31,0.087,0.268,-0.189,-0.006,0.265,0.165,0.383,0.089
Nlk,0.107,-0.022,0.109,0.099,-0.061,0.136,0.573,-0.036,-0.051,0.192,0.145,0.023,-0.315
Nln,-0.207,0.034,0.024,0.086,0.31,0.071,0.352,0.536,0.071,0.067,0.097,0.01,-0.749
Nmb,-0.109,-0.289,0.381,-0.039,-1.056,0.361,-0.481,,-0.022,-0.07,0.026,,
Nmd3,-0.091,-0.37,0.101,0.017,0.065,-0.036,0.185,-0.138,-0.053,0.062,-0.096,0.057,-0.168
Nme1,0.074,-0.102,-0.128,-0.024,0.062,0.016,-0.082,0.03,0.016,-0.105,-0.078,-0.335,-0.004
Nme2,0.045,0.036,-0.241,0.013,0.145,0.036,-0.711,,0.015,-0.239,-0.14,-0.399,-0.082
Nme3,0.061,0.168,-0.208,-0.019,0.852,-0.571,-0.586,,-0.294,-0.357,-0.184,,0.129
Nme4,0.347,1.42,0.009,-0.055,-0.782,0.129,,,-0.106,-0.015,-0.268,,-0.473
Nme5,-0.276,-1.985,0.089,-0.03,0.136,-0.073,,,0.089,-0.049,0.463,-0.363,0.243
Nme6,0.013,-0.15,0.018,0.01,0.612,0.176,-0.197,-2.263,-0.156,-0.064,0.065,-0.492,0.072
Nme7,-0.071,0.089,0.313,0.207,0.229,0.066,0.674,0.444,-0.047,0.077,-0.278,0.077,0.211
Nmi,-0.376,-1.926,-0.03,0.05,1.084,-0.74,-1.096,-1.021,-0.031,-0.048,0.07,-0.312,-0.72
Nmnat2,0.152,-0.099,0.236,0.078,0.597,0.123,0.285,0.257,0.119,0.289,0.202,0.074,0.098
Nmral1,-0.172,,-0.315,0.025,-1.105,-0.234,,,-0.123,-0.065,-0.042,-0.187,0.082
Nmt1,-0.083,-0.457,0.113,0.075,-0.024,-0.142,0.141,-0.064,0.036,0.039,-0.02,-0.264,-0.02
Nmt2,0.154,-0.39,0.106,-0.005,0.138,0.047,0.157,0.041,0.06,0.081,0.155,-0.344,-0.206
Nnat,-0.576,0.812,-0.192,-0.111,0.058,-0.018,0.024,0.087,-0.031,-0.006,-0.191,-0.211,-0.093
Noa1,-0.143,-0.893,0.041,0.032,0.203,-0.163,0.093,,-0.168,0.184,-0.16,-0.146,0.051
Nob1,0.109,0.099,-0.014,-0.02,-0.393,-0.064,-0.253,-0.339,-0.036,0.104,-0.037,-0.001,-0.065
Noc3l,0.468,-0.865,-0.001,0.08,0.213,-0.234,0.301,-0.917,0.358,0.005,-0.091,-0.061,-0.667
Noc4l,-0.112,0.395,-0.023,0.069,0.249,0.113,-0.267,-0.039,-0.092,0.022,-0.525,0.095,-0.038
Nol10,0.105,0.061,0.193,0.101,-0.238,0.141,0.726,-0.021,0.04,0.014,0.092,0.257,-0.789
Nol11,0.22,0.764,-0.012,0.044,-0.068,0.131,0.083,-0.044,0.008,0.023,-0.053,-0.119,-0.072
Nol12,0.163,-0.463,-0.192,-0.048,0.317,0.016,-0.207,0.022,-0.086,-0.046,-0.116,-0.01,0.101
Nol3,0.012,0.409,-0.176,-0.049,0.73,-0.246,-0.123,0.087,-0.048,-0.068,-0.02,-0.378,-0.077
Nol6,0.367,0.854,0.121,-0.046,0.015,-0.109,0.283,0.45,0.078,0.116,0.093,-0.015,-0.079
Nol7,-0.001,0.213,-0.201,-0.044,-0.368,-0.255,0.213,-0.47,-0.091,-0.126,-0.123,-0.279,-0.021
Nol8,0.254,0.322,-0.038,-0.036,0.493,0.104,0.309,-0.045,0.094,0.016,0.176,0.051,0.402
Nol9,-0.65,0.637,0.19,0.216,0.312,0.379,-0.095,,0.014,-0.06,0.233,0.106,-0.964
Nolc1,-0.012,-0.65,-0.087,-0.024,-0.52,-0.088,-0.084,-0.452,0.027,0.045,0.074,0.036,0.128
Nom1,-0.076,0.75,0.028,-0.01,0.037,0.54,-0.001,-0.403,0.074,0.053,-0.088,0.176,-0.128
Nomo1,-0.138,-0.197,0.206,0.004,0.12,-0.023,0.375,-0.317,0.067,0.304,0.121,0.341,-0.019
Nono,-0.101,-0.142,-0.086,-0.058,-0.298,-0.012,0.248,-0.214,-0.05,0.056,-0.055,0.09,-0.013
Nop10,0.034,-0.28,-0.148,-0.008,0.146,0.177,-0.063,-0.146,0.008,-0.125,0.066,-0.255,-0.007
Nop14,-0.081,0.189,-0.062,0.029,0.176,0.05,0.228,0.177,-0.1,-0.02,-0.009,-0.064,0.022
Nop16,-0.043,-0.163,-0.154,0.029,-0.397,0.138,-0.003,-0.43,-0.087,-0.088,-0.104,-0.101,0.202
Nop2,-0.116,-1.279,-0.068,0.022,0.157,0.015,-0.348,-1.095,-0.108,0.12,0.108,0.092,-0.563
Nop56,0.093,0.563,0.111,-0.029,-0.246,-0.004,-0.258,-0.101,-0.029,0.108,-0.082,0.022,0.06
Nop58,-0.041,0.275,-0.12,0.012,-0.351,-0.135,-0.112,-0.028,-0.021,-0.048,-0.15,-0.022,-0.086
Nos1ap,0.656,-0.301,0.02,-0.029,-0.75,0.292,,-0.395,0.161,-0.037,0.081,0.26,0.018
Nos3,-0.18,-3.343,-0.123,-0.104,-0.429,-0.764,0.006,,-0.099,-0.035,-0.146,-0.163,-0.364
Nosip,0.037,0.476,-0.105,-0.0,-0.169,-0.024,-0.076,-0.403,-0.041,-0.025,-0.163,0.124,0.042
Npat,-0.073,-0.239,0.088,0.068,0.143,-0.179,0.892,0.415,0.223,0.157,0.05,-0.053,0.529
Npc1,0.209,-1.376,0.111,-0.101,-0.123,0.137,0.418,0.117,0.231,0.213,0.192,0.01,-0.257
Npc2,-0.019,0.305,-0.033,-0.039,0.017,0.026,0.037,-0.082,-0.016,0.002,0.126,-0.121,-0.105
Npdc1,0.049,0.204,0.097,-0.009,0.16,0.068,0.099,0.172,-0.042,0.02,-0.003,-0.073,-0.092
Npepl1,0.538,0.119,-0.162,-0.359,-0.286,-0.08,-0.292,-0.504,-0.049,-0.029,0.087,0.098,0.026
Npepps,0.1,0.101,0.136,0.015,-0.092,0.281,0.182,0.028,0.009,0.126,0.08,-0.077,-0.087
Nphp1,0.06,-0.502,-0.028,0.033,-0.367,0.102,,,0.262,0.034,-0.084,0.056,0.015
Nphp3,-0.33,0.785,0.088,-0.574,-1.596,0.002,,0.215,0.138,0.265,0.213,0.03,
Nploc4,0.345,-0.499,0.158,-0.014,0.07,0.123,-0.089,0.016,0.056,0.171,0.048,0.017,-0.063
Npm1,-0.001,-0.047,-0.236,-0.051,-0.286,-0.152,-0.111,-0.03,-0.023,-0.103,-0.035,-0.16,-0.083
Npr2,0.013,0.428,0.154,0.128,-0.094,-0.201,0.431,-0.155,0.021,0.262,0.128,0.26,-0.394
Nprl2,0.232,-0.836,0.038,0.013,0.505,-0.146,-0.168,0.548,-0.056,0.13,-0.269,0.022,0.125
Nprl3,0.469,0.385,0.065,-0.06,-0.085,0.31,0.057,-0.608,0.068,0.066,-0.114,0.21,-0.183
Nptn,-0.048,0.116,0.256,0.011,0.101,-0.051,0.34,0.115,0.069,0.073,0.13,0.066,0.019
Nptxr,0.364,,0.151,0.216,0.326,0.273,0.327,0.122,0.08,0.352,0.198,0.215,-0.126
Nqo1,0.005,-1.272,0.251,0.236,1.647,0.319,-1.086,,0.095,0.156,0.131,,
Nqo2,-0.09,-0.211,0.1,-0.023,-0.07,0.251,-0.172,-0.028,-0.029,-0.005,-0.015,-0.043,-0.262
Nr1d1,0.047,2.238,-0.056,-0.424,-0.677,-0.265,0.229,0.676,-0.186,0.169,-0.337,0.246,
Nr1d2,0.05,-0.235,0.185,-0.034,-0.204,0.058,0.323,0.215,0.22,0.115,0.237,0.327,0.236
Nr1h2,-0.068,-0.704,-0.011,-0.046,-0.077,-0.519,-0.112,0.076,-0.017,0.023,-0.132,0.28,-0.021
Nr2c1,0.776,0.272,0.126,-0.095,0.343,0.186,0.17,,-0.332,0.239,-0.207,-0.145,-0.444
Nr2c2,0.006,0.076,0.076,0.059,0.069,0.161,0.376,0.122,0.026,0.153,0.087,0.204,-0.014
Nr2c2ap,0.038,1.121,-0.181,0.026,0.426,-0.049,-0.214,-0.119,-0.085,-0.1,-0.006,-0.249,-0.004
Nr2f2,0.386,0.2,-0.315,-0.663,2.099,0.264,-1.029,-1.698,-0.244,0.1,0.195,-0.688,-0.657
Nr2f6,0.003,0.251,0.008,0.098,0.743,-0.348,-0.123,-0.409,0.008,0.0,0.108,-0.223,-0.228
Nr3c1,-0.011,-0.843,-0.255,-0.044,0.037,0.461,0.076,0.481,0.002,0.022,0.189,0.095,-0.533
Nr4a1,0.463,0.813,-0.562,-0.23,-0.769,-0.162,-0.427,-0.355,-0.069,-0.093,-0.147,0.134,-0.523
Nras,0.015,0.063,0.07,0.011,0.04,0.183,-0.049,0.239,0.054,0.048,0.049,0.022,-0.114
Nrbf2,0.185,-2.337,-0.111,0.049,0.421,-0.243,-0.227,0.069,-0.023,-0.077,-0.061,-0.167,0.09
Nrbp1,-0.043,0.402,0.009,-0.023,0.066,0.005,-0.051,-0.11,-0.108,0.1,-0.124,-0.017,0.063
Nrbp2,-0.216,-0.229,0.003,0.083,-0.166,0.338,0.085,0.089,0.041,0.216,0.072,0.208,0.101
Nrcam,0.285,-0.066,0.2,0.118,0.377,0.171,0.486,0.333,0.173,0.377,0.232,0.454,-0.638
Nrd1,-0.241,-0.295,0.114,0.079,-0.446,0.051,0.422,0.059,0.028,0.024,0.042,-0.002,-0.149
Nrf1,0.659,0.141,0.082,-0.209,-0.535,-0.245,0.016,0.361,-0.091,0.155,0.088,0.212,-1.066
Nrg1,0.114,1.122,0.115,0.111,0.137,0.029,0.787,-0.151,0.33,0.203,0.168,-0.021,-1.563
Nrg3,-0.013,0.427,0.044,-0.288,-1.06,0.073,0.266,0.177,0.126,0.364,-0.185,0.26,-0.229
Nrip1,-0.481,-0.894,-0.065,-0.122,0.652,-0.139,0.246,-0.105,-0.107,0.057,0.028,-0.048,-0.13
Nrip2,-0.08,0.265,-0.138,-0.12,-0.033,-0.083,-0.131,-0.198,0.264,0.116,0.013,-0.155,0.86
Nrip3,0.536,0.979,0.199,-0.018,0.877,0.269,0.224,-0.289,0.145,-0.052,0.051,-0.53,-0.706
Nrn1,0.092,0.01,-0.086,0.19,-0.895,-0.375,0.424,0.083,,0.184,-0.491,-0.946,
Nrp1,0.132,-0.488,-0.856,0.122,0.28,0.052,0.559,-0.07,0.085,0.557,-0.361,-0.101,-0.613
Nrsn1,-0.096,0.251,0.088,0.026,0.483,-0.052,0.445,0.138,0.071,-0.002,-0.238,-0.147,0.095
Nrsn2,-0.041,0.012,-0.214,-0.015,0.535,-0.043,0.14,0.055,-0.037,0.029,0.191,-0.208,0.561
Nrxn1,0.126,0.391,0.108,0.07,0.146,0.167,0.667,-0.096,0.061,0.152,0.077,-0.078,-0.086
Nrxn3,-0.032,-0.186,0.199,0.173,0.608,0.465,-0.339,-0.442,0.121,0.096,0.247,0.522,0.242
Nsa2,-0.11,0.292,-0.17,-0.042,-0.313,0.026,-0.047,-0.072,-0.026,-0.107,-0.061,-0.219,0.059
Nsd1,0.148,-0.54,0.072,0.019,-0.055,-0.125,0.555,0.076,0.007,0.062,0.041,0.028,-0.088
Nsdhl,0.048,0.202,-0.023,0.063,0.209,-0.061,0.283,-0.704,0.019,0.064,0.021,0.021,0.047
Nsf,0.034,0.09,0.004,0.07,0.26,0.101,0.182,0.009,0.029,0.113,0.166,0.339,0.271
Nsfl1c,-0.19,0.03,-0.178,0.058,0.196,0.155,0.064,0.04,-0.092,-0.026,-0.117,0.04,0.077
Nsg1,-0.334,1.026,0.216,-0.04,0.227,-0.017,0.35,0.046,-0.047,0.023,-0.03,-0.363,-0.061
Nsg2,-0.045,-0.019,-0.174,-0.026,0.073,0.018,0.227,0.036,0.001,0.217,-0.006,0.262,-0.126
Nsmaf,-0.01,0.103,0.329,-0.012,-0.747,0.246,-0.391,0.157,0.06,0.333,0.093,0.008,-0.267
Nsmce1,0.04,0.225,-0.258,-0.154,-0.177,0.019,-0.022,-0.405,-0.114,-0.009,-0.289,-0.222,0.031
Nsmce2,0.132,-0.067,-0.009,-0.027,-0.217,-0.199,-0.059,0.224,-0.05,-0.089,-0.048,-0.091,0.208
